rollout/success rate,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_len_mean,time/total timesteps,rollout/ep_rew_mean,train/actor_loss,train/learning_rate,time/fps,train/critic_loss
0.13,224100,3426,5839,92.91,224236,-508.51362859999995,1645.32412109375,0.001,65,54228.62490234375
0.12,224200,3442,5840,93.71,224336,-517.20824117,1640.3211303710937,0.001,65,59037.34072265625
0.12,224300,3455,5841,93.71,224436,-516.9729213400001,1641.6986083984375,0.001,64,73184.021875
0.12,224400,3469,5842,93.71,224536,-514.2049995000001,1641.8958984375,0.001,64,63122.30986328125
0.13,224460,3477,5843,93.24,224589,-506.47517510000006,1647.2663818359374,0.001,64,65138.4859375
0.14,,3479,5844,92.33,224598,-503.2634995000001,,,64,
0.15,224540,3490,5845,92.08,224673,-499.2464017300001,1656.8100952148438,0.001,64,62985.6443359375
0.15,224640,3504,5846,92.08,224773,-500.3978901900001,1667.71640625,0.001,64,57653.36142578125
0.15,224740,3518,5847,92.08,224873,-501.93073702000015,1671.9142944335938,0.001,63,52745.1224609375
0.15,224840,3534,5848,92.08,224973,-497.38605959000006,1665.1771606445313,0.001,63,77498.5326171875
0.15,224940,3549,5849,92.08,225073,-493.18007554,1668.8271118164062,0.001,63,84469.22119140625
0.15,225040,3563,5850,92.08,225173,-495.8378528000001,1691.1345336914062,0.001,63,62660.55185546875
0.15,225140,3576,5851,92.08,225273,-496.64398541,1703.9912475585938,0.001,62,75807.89638671876
0.15,225240,3591,5852,92.08,225373,-489.7313510900001,1697.5621704101563,0.001,62,57678.0951171875
0.15,225340,3603,5853,92.08,225473,-495.1524867400001,1692.0767944335937,0.001,62,64372.63125
0.14,225440,3616,5854,92.37,225573,-503.35423527000006,1701.6759033203125,0.001,62,83021.42998046875
0.14,225540,3629,5855,92.37,225673,-505.23073332000007,1705.8267211914062,0.001,62,94794.0078125
0.14,225640,3644,5856,92.37,225773,-505.92229151,1720.997412109375,0.001,61,70181.13681640624
0.14,225740,3658,5857,92.37,225873,-507.31058664999995,1727.516650390625,0.001,61,70072.06025390625
0.14,225840,3671,5858,92.37,225973,-506.26833604,1734.6654907226562,0.001,61,73053.86181640625
0.14,225940,3686,5859,92.37,226073,-510.6175380700001,1739.323681640625,0.001,61,73667.40859375
0.15,225960,3689,5860,91.59,226095,-510.3917064600001,1739.4545532226562,0.001,61,77015.21806640625
0.14,226060,3705,5861,92.23,226195,-517.0129448200001,1758.0761108398438,0.001,61,60000.97666015625
0.14,226160,3717,5862,92.23,226295,-512.0749012400001,1734.5341186523438,0.001,60,81127.31484375
0.14,226260,3730,5863,92.23,226395,-510.5798623700001,1740.85869140625,0.001,60,89151.597265625
0.14,226360,3745,5864,92.23,226495,-504.41758942000007,1767.95380859375,0.001,60,61992.0123046875
0.14,226460,3759,5865,92.23,226595,-499.98043058,1770.9950561523438,0.001,60,65267.3140625
0.15,226520,3768,5866,91.85,226657,-496.63408752000004,1764.3629638671875,0.001,60,61091.830859375
0.16,226560,3773,5867,91.16,226688,-488.26791366,1768.4657958984376,0.001,60,65206.98515625
0.16,226660,3786,5868,91.16,226788,-492.11017362,1771.7249633789063,0.001,59,83985.00595703124
0.16,226760,3800,5869,91.16,226888,-494.65335611999996,1787.6846313476562,0.001,59,74740.505078125
0.16,226860,3814,5870,91.16,226988,-495.6060945,1781.7904907226562,0.001,59,75214.780859375
0.16,226960,3826,5871,91.16,227088,-499.18658133,1817.2146240234374,0.001,59,72011.4419921875
0.16,227060,3840,5872,91.16,227188,-496.70383807999997,1812.88828125,0.001,59,66368.95258789063
0.16,227160,3854,5873,91.16,227288,-498.94703756,1813.8410766601562,0.001,58,82794.0484375
0.15,227260,3866,5874,91.26,227388,-506.3520250899999,1818.2775512695312,0.001,58,65824.086328125
0.16,227320,3875,5875,90.84,227446,-499.32415707,1812.5461303710938,0.001,58,78145.6734375
0.16,227420,3889,5876,90.84,227546,-497.0850122099999,1830.2778442382812,0.001,58,75016.19169921875
0.17,227460,3897,5877,90.37,227599,-492.54230256000005,1817.3048706054688,0.001,58,80752.65205078125
0.17,227560,3910,5878,90.37,227699,-496.86588661999997,1837.2923706054687,0.001,58,85712.4458984375
0.17,227660,3924,5879,90.37,227799,-494.75979862,1839.602392578125,0.001,58,73913.5734375
0.17,227760,3938,5880,90.37,227899,-488.98921709999996,1838.5509765625,0.001,57,76635.3173828125
0.17,227860,3952,5881,90.37,227999,-486.35424170000005,1871.27607421875,0.001,57,65596.38115234375
0.17,227960,3964,5882,90.37,228099,-490.71030619000004,1862.7009155273438,0.001,57,80173.84008789062
0.18,228000,3967,5883,89.64,228126,-485.52898131,1838.127783203125,0.001,57,84466.11591796875
0.18,228100,3982,5884,89.64,228226,-489.48032704,1861.7857055664062,0.001,57,93950.275
0.18,228200,3995,5885,89.64,228326,-497.80475812,1863.9878540039062,0.001,57,93061.47431640625
0.18,228300,4007,5886,89.64,228426,-499.97067503,1877.9109252929688,0.001,57,73291.47138671875
0.18,228400,4021,5887,89.64,228526,-503.60495358000003,1871.5228759765625,0.001,56,72412.31142578126
0.17,228500,4036,5888,90.61,228626,-505.18165669999996,1876.4134399414063,0.001,56,96548.68134765625
0.17,228600,4053,5889,90.61,228726,-500.89192357,1889.4797973632812,0.001,56,84531.89970703125
0.17,228700,4064,5890,90.61,228826,-503.1185616399999,1901.9299926757812,0.001,56,82208.82587890625
0.16,228800,4077,5891,91.47,228926,-508.1876243099999,1907.2797729492188,0.001,56,57602.03408203125
0.16,228900,4092,5892,91.47,229026,-510.7249938699999,1906.313232421875,0.001,55,69911.5322265625
0.16,229000,4108,5893,91.47,229126,-511.41118265999995,1937.9844848632813,0.001,55,91130.72119140625
0.16,229100,4121,5894,91.47,229226,-513.72619618,1887.791357421875,0.001,55,96145.66962890625
0.16,229200,4135,5895,91.47,229326,-516.8111256699999,1943.8502319335937,0.001,55,69241.1939453125
0.15,229300,4149,5896,92.11,229426,-525.60250367,1929.4488525390625,0.001,55,82067.7205078125
0.15,229400,4161,5897,92.11,229526,-529.0595549799999,1938.4897705078124,0.001,55,82236.9025390625
0.15,229500,4174,5898,92.11,229626,-536.49852094,1937.558544921875,0.001,55,98662.11005859375
0.15,229600,4185,5899,92.11,229726,-539.4690445900001,1950.3119384765625,0.001,54,88145.1162109375
0.16,,4186,5900,91.14,229729,-529.25250466,,,54,
0.16,229700,4200,5901,91.14,229829,-529.6540674,1958.6541625976563,0.001,54,77088.99599609376
0.15,229800,4213,5902,91.25,229929,-531.7807870300002,1961.1231201171875,0.001,54,92799.77109375
0.16,229840,4219,5903,90.61,229965,-526.5876937200001,1960.7299072265625,0.001,54,84041.14755859374
0.16,229940,4232,5904,90.61,230065,-518.11898463,1967.1796752929688,0.001,54,80074.2724609375
0.17,,4234,5905,89.71,230075,-514.878968,,,54,
0.17,230040,4247,5906,89.71,230175,-522.6741481100001,1973.1624755859375,0.001,54,93253.7994140625
0.18,230060,4249,5907,88.79,230183,-517.2404199,1950.9747924804688,0.001,54,93392.489453125
0.18,230160,4263,5908,88.79,230283,-517.4573373,1962.7328369140625,0.001,54,116299.17392578124
0.18,230260,4278,5909,88.79,230383,-517.6015665699999,1992.7693115234374,0.001,53,107680.702734375
0.19,,4279,5910,87.87,230391,-514.0137036599999,,,53,
0.19,230360,4292,5911,87.87,230491,-514.48802647,2001.3445556640625,0.001,53,76605.4494140625
0.19,230460,4305,5912,87.87,230591,-509.40496572999996,2003.921337890625,0.001,53,85260.33759765625
0.19,230560,4319,5913,87.87,230691,-518.2773917899999,1969.9111328125,0.001,53,109396.1671875
0.19,230580,4322,5914,87.56,230705,-517.40048679,2014.116943359375,0.001,53,63145.67490234375
0.19,230640,4330,5915,87.92,230762,-516.9834488399999,1993.9635620117188,0.001,53,74887.74560546875
0.19,230740,4344,5916,87.92,230862,-521.46698445,1995.6854248046875,0.001,53,68722.8533203125
0.19,230840,4358,5917,87.92,230962,-521.23344998,2021.4418823242188,0.001,52,93416.50498046874
0.19,230940,4372,5918,87.92,231062,-523.63975339,2022.6891845703126,0.001,52,97944.82275390625
0.19,231040,4387,5919,87.92,231162,-521.51409949,2013.27041015625,0.001,52,104201.9994140625
0.19,231140,4400,5920,87.92,231262,-524.99193568,2037.454833984375,0.001,52,100097.08115234374
0.2,,4402,5921,87.02,231272,-516.48645601,,,52,
0.2,231240,4416,5922,87.02,231372,-514.63822954,2039.2656127929688,0.001,52,102168.63818359375
0.2,231340,4430,5923,87.02,231472,-507.36844416,2024.7182739257812,0.001,52,98689.3109375
0.2,231440,4442,5924,87.02,231572,-508.78922534,2064.707409667969,0.001,52,95079.03046875
0.2,231540,4457,5925,87.02,231672,-504.55606923,2047.7196166992187,0.001,51,94938.54375
0.2,231640,4472,5926,87.02,231772,-503.18558918,2065.186145019531,0.001,51,105222.36103515625
0.19,231740,4486,5927,87.06,231872,-504.93788886999994,2067.1578369140625,0.001,51,87971.604296875
0.18,231840,4500,5928,87.59,231972,-513.3996255200001,2064.1932983398438,0.001,51,78520.5896484375
0.19,231880,4505,5929,86.95,232008,-506.58267171,2073.088757324219,0.001,51,86436.83388671876
0.19,231980,4519,5930,86.95,232108,-507.3372057,2053.715710449219,0.001,51,104481.848046875
0.19,232080,4535,5931,86.95,232208,-508.44982416,2090.97265625,0.001,51,118076.031640625
0.18,232180,4550,5932,87.72,232308,-510.13353246000014,2093.5608154296874,0.001,51,84711.03017578126
0.18,232280,4564,5933,87.72,232408,-507.3882769300001,2103.3977783203127,0.001,50,98278.84384765624
0.18,232380,4579,5934,87.72,232508,-508.7109137700001,2118.12109375,0.001,50,75516.5666015625
0.18,232480,4593,5935,87.72,232608,-505.53979496000005,2099.3546875,0.001,50,96431.23779296875
0.19,232560,4604,5936,87.49,232685,-498.88898860000006,2112.437255859375,0.001,50,109889.74814453124
0.2,,4605,5937,86.53,232689,-495.19481607,,,50,
0.2,232660,4620,5938,86.53,232789,-495.17584672000004,2118.2434814453127,0.001,50,116248.277734375
0.2,232760,4633,5939,86.53,232889,-496.94642446000006,2132.02216796875,0.001,50,112334.7095703125
0.2,232860,4645,5940,86.53,232989,-497.45996328,2146.5810791015624,0.001,50,101408.9728515625
0.2,232960,4660,5941,86.53,233089,-492.77304146,2127.8260498046875,0.001,50,93852.7884765625
0.2,233060,4676,5942,86.53,233189,-496.52302702000003,2147.073779296875,0.001,49,123115.68193359375
0.19,233160,4690,5943,87.0,233289,-503.10969427000003,2144.8873291015625,0.001,49,110196.91748046875
0.18,233260,4704,5944,87.91,233389,-506.12689363,2164.5745849609375,0.001,49,101233.74599609376
0.17,233360,4719,5945,88.16,233489,-507.1361320099999,2156.9817626953127,0.001,49,104511.22099609375
0.17,233460,4733,5946,88.16,233589,-508.8778694,2157.132666015625,0.001,49,114612.4853515625
0.17,233560,4747,5947,88.16,233689,-507.2359379200001,2171.505029296875,0.001,49,112969.0005859375
0.17,233660,4761,5948,88.16,233789,-511.3770354100001,2171.5669677734377,0.001,49,109746.3068359375
0.17,233760,4774,5949,88.16,233889,-516.6763063300001,2180.0673828125,0.001,48,125481.60546875
0.17,233860,4788,5950,88.16,233989,-518.3231816,2221.456689453125,0.001,48,81800.22705078125
0.17,233960,4804,5951,88.16,234089,-518.77635212,2188.0343994140626,0.001,48,113701.925
0.17,234060,4820,5952,88.16,234189,-517.5334473800001,2175.6286376953126,0.001,48,138461.6859375
0.17,234160,4836,5953,88.16,234289,-517.3003149900001,2198.5389404296875,0.001,48,114698.3533203125
0.17,234260,4850,5954,88.16,234389,-515.1607514,2208.8566162109373,0.001,48,126859.72861328124
0.18,,4851,5955,87.18,234391,-508.21751688000006,,,48,
0.18,234360,4866,5956,87.18,234491,-509.7561414400001,2211.0416015625,0.001,48,137901.167578125
0.18,234460,4880,5957,87.18,234591,-508.37036343000005,2199.275732421875,0.001,48,108576.17568359376
0.18,234560,4893,5958,87.18,234691,-512.67892912,2229.645947265625,0.001,47,86694.8
0.18,234660,4904,5959,87.18,234791,-512.81823605,2243.759326171875,0.001,47,106085.5701171875
0.18,,4905,5960,87.02,234797,-512.2943981100001,,,47,
0.18,234760,4919,5961,87.02,234897,-510.30832205999997,2245.4081298828123,0.001,47,85158.52216796875
0.18,234860,4932,5962,87.02,234997,-511.25135446,2239.8282470703125,0.001,47,130789.51650390626
0.18,234960,4946,5963,87.02,235097,-509.4647783500001,2245.4363525390627,0.001,47,138127.804296875
0.18,235060,4960,5964,87.02,235197,-514.4145931,2238.528369140625,0.001,47,147159.321484375
0.18,235160,4974,5965,87.02,235297,-516.6149307499999,2246.314599609375,0.001,47,110982.2033203125
0.17,235260,4989,5966,87.4,235397,-521.76351452,2265.8699951171875,0.001,47,117773.46337890625
0.16,235360,5003,5967,88.09,235497,-524.60895957,2271.0635498046877,0.001,47,111985.0466796875
0.16,235460,5018,5968,88.09,235597,-519.6101346600001,2262.0525146484374,0.001,46,119804.52783203125
0.16,235560,5033,5969,88.09,235697,-518.02758062,2276.2634521484374,0.001,46,122736.4587890625
0.16,235660,5047,5970,88.09,235797,-513.35359573,2288.4371337890625,0.001,46,127451.23447265624
0.16,235760,5061,5971,88.09,235897,-508.2183731200001,2282.2745849609373,0.001,46,110456.43193359375
0.16,235860,5073,5972,88.09,235997,-512.6654296,2321.1532470703123,0.001,46,104254.01357421876
0.16,235960,5087,5973,88.09,236097,-511.75185127000003,2294.4556396484377,0.001,46,100506.521484375
0.16,236060,5103,5974,88.09,236197,-507.37253224999995,2307.9795166015624,0.001,46,133657.2578125
0.16,236080,5107,5975,87.7,236216,-507.54511236999986,2326.143994140625,0.001,46,117104.6498046875
0.17,236100,5108,5976,86.79,236225,-501.71510829999994,2338.755029296875,0.001,46,98036.0962890625
0.17,,5110,5977,86.38,236237,-500.48180265999997,,,46,
0.17,236200,5123,5978,86.38,236337,-497.50878895,2326.03251953125,0.001,46,106953.353125
0.18,236220,5125,5979,85.45,236344,-492.71451765,2307.6296142578126,0.001,46,148310.441015625
0.19,236240,5128,5980,84.69,236368,-490.02590953,2312.947265625,0.001,46,112194.87109375
0.19,236340,5142,5981,84.69,236468,-489.07931152,2336.2068115234374,0.001,45,124572.62431640625
0.19,236440,5156,5982,84.69,236568,-485.34572756999995,2320.4201416015626,0.001,45,129714.50166015625
0.18,236540,5171,5983,85.42,236668,-496.66183660999997,2362.58203125,0.001,45,120479.4119140625
0.18,236640,5185,5984,85.42,236768,-498.23141154999996,2328.80185546875,0.001,45,163048.425390625
0.19,236660,5189,5985,84.64,236790,-488.14454793,2355.8399169921877,0.001,45,116379.91474609375
0.19,236760,5204,5986,84.64,236890,-482.0384526999999,2331.036962890625,0.001,45,156020.04130859376
0.2,236820,5212,5987,84.18,236944,-476.06851685999993,2351.0476318359374,0.001,45,124853.7583984375
0.2,236920,5226,5988,84.18,237044,-484.49826426,2364.7931396484373,0.001,45,106261.86337890624
0.2,237020,5240,5989,84.18,237144,-486.75429131,2354.636279296875,0.001,45,176331.053125
0.2,237120,5253,5990,84.18,237244,-483.8771973700001,2351.393212890625,0.001,45,174699.87216796874
0.2,237220,5267,5991,84.18,237344,-484.05066836000003,2381.72021484375,0.001,45,115903.39111328125
0.2,237320,5279,5992,84.18,237444,-484.70251021999997,2394.4722900390625,0.001,44,114176.81796875
0.2,237420,5293,5993,84.18,237544,-483.21192578999995,2389.5322265625,0.001,44,117967.6328125
0.2,237520,5307,5994,84.18,237644,-480.9750310000001,2383.598779296875,0.001,44,142080.0060546875
0.2,237620,5323,5995,84.18,237744,-478.5572078000001,2391.5756591796876,0.001,44,160763.7482421875
0.21,237640,5326,5996,83.41,237767,-468.5688797400001,2379.599951171875,0.001,44,147717.3287109375
0.21,237740,5339,5997,83.41,237867,-468.93720302000014,2410.4663818359377,0.001,44,131241.39580078126
0.21,237840,5353,5998,83.41,237967,-459.5901618800001,2421.8129150390623,0.001,44,135790.87763671874
0.21,237940,5367,5999,83.41,238067,-459.6452237400001,2413.0983154296873,0.001,44,135380.65576171875
0.2,238040,5382,6000,84.38,238167,-464.0115850800001,2431.1601806640624,0.001,44,114318.4275390625
0.2,238140,5397,6001,84.38,238267,-464.8503335800001,2422.500830078125,0.001,44,131230.89404296875
0.2,238240,5409,6002,84.38,238367,-471.39028709999997,2429.0251708984374,0.001,44,99207.7814453125
0.19,238340,5423,6003,85.02,238467,-473.66753022000006,2445.3601318359374,0.001,43,124659.47578125
0.19,238440,5435,6004,85.02,238567,-478.1319791,2432.47705078125,0.001,43,149659.551171875
0.18,238540,5450,6005,85.92,238667,-479.19046827,2454.5802001953125,0.001,43,160876.7755859375
0.18,238640,5462,6006,85.92,238767,-478.0491558,2456.0614013671875,0.001,43,139518.024609375
0.17,238740,5476,6007,86.84,238867,-482.45760944,2466.7569091796877,0.001,43,116899.41015625
0.17,238840,5490,6008,86.84,238967,-487.8105085999999,2466.12626953125,0.001,43,134843.4015625
0.17,238940,5501,6009,86.84,239067,-494.67420812999995,2490.052490234375,0.001,43,135657.28671875
0.17,239020,5515,6010,87.64,239155,-499.38013749999993,2477.3923095703126,0.001,43,164906.31103515625
0.17,239120,5528,6011,87.64,239255,-502.07684109999997,2498.8671875,0.001,43,189173.41494140626
0.17,239220,5543,6012,87.64,239355,-499.8316735899999,2512.033740234375,0.001,43,133712.2857421875
0.18,239300,5555,6013,87.46,239437,-490.27368925,2509.4889892578126,0.001,43,130357.7236328125
0.18,239380,5566,6014,88.14,239519,-494.36490600999997,2505.74443359375,0.001,43,142925.2515625
0.17,239480,5581,6015,88.57,239619,-494.1886160399999,2505.056787109375,0.001,42,147583.9666015625
0.17,239580,5596,6016,88.57,239719,-491.95507891999995,2518.982763671875,0.001,42,132759.9455078125
0.17,239680,5608,6017,88.57,239819,-495.98485254999997,2532.799755859375,0.001,42,122916.8255859375
0.17,239780,5623,6018,88.57,239919,-492.1060962600001,2536.780419921875,0.001,42,150801.777734375
0.17,239880,5637,6019,88.57,240019,-489.62792762000004,2549.92783203125,0.001,42,115262.6732421875
0.17,239980,5652,6020,88.57,240119,-490.18691965000005,2561.10771484375,0.001,42,113079.180859375
0.17,240040,5658,6021,88.91,240163,-491.24577020000004,2566.0273193359376,0.001,42,157793.5734375
0.18,240080,5666,6022,88.4,240212,-488.27515945,2559.163720703125,0.001,42,122835.840234375
0.18,240180,5680,6023,88.4,240312,-496.17786029,2557.73759765625,0.001,42,124750.5830078125
0.18,240280,5691,6024,88.4,240412,-495.24680531000007,2556.5561279296876,0.001,42,153680.9171875
0.18,240380,5706,6025,88.4,240512,-496.48301781000004,2586.534716796875,0.001,42,139388.4814453125
0.18,240480,5720,6026,88.4,240612,-501.56894636000004,2561.2579833984373,0.001,42,160629.514453125
0.19,240520,5726,6027,87.82,240654,-498.81177678000006,2577.5356689453124,0.001,42,128223.124609375
0.19,240620,5740,6028,87.82,240754,-493.50397993000007,2593.833642578125,0.001,41,184025.3029296875
0.18,240720,5754,6029,88.46,240854,-499.22640128000006,2585.2095458984377,0.001,41,166930.0419921875
0.18,240820,5767,6030,88.46,240954,-501.2468393,2615.5617431640626,0.001,41,163977.673046875
0.18,240920,5781,6031,88.46,241054,-502.7813937800001,2616.47900390625,0.001,41,129280.7251953125
0.18,241020,5794,6032,88.46,241154,-503.8262729300001,2611.1759521484373,0.001,41,172486.036328125
0.18,241120,5809,6033,88.46,241254,-505.16318883,2620.5830078125,0.001,41,196062.6517578125
0.19,241200,5821,6034,88.27,241335,-498.45137746,2648.8546142578125,0.001,41,129263.227734375
0.19,241300,5835,6035,88.27,241435,-497.80977828000005,2657.36943359375,0.001,41,168473.1453125
