rollout/success rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total timesteps,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
0.61,14662,30395,-221.67405538000003,55.25,38,1167145,13548.247338867188,668.8042297363281,1167040,0.001
0.62,14663,30397,-217.70855833000002,54.35,38,1167155,,,,
0.62,14664,30417,-214.42532501000005,54.35,38,1167255,11940.39972076416,679.3976989746094,1167140,0.001
0.62,14665,30422,-214.57448007,54.46,38,1167275,12303.860485839843,681.4594055175781,1167160,0.001
0.62,14666,30428,-215.28272117,54.11,38,1167307,13177.491232299804,679.6997009277344,1167200,0.001
0.62,14667,30441,-216.74328294,54.68,38,1167376,10237.294383239747,675.2013854980469,1167260,0.001
0.62,14668,30460,-222.15269709,54.68,38,1167476,11757.702490234375,681.0938171386719,1167360,0.001
0.61,14669,30478,-224.15236720999997,55.54,38,1167576,9620.328552246094,670.6395080566406,1167460,0.001
0.6,14670,30498,-224.56197956,56.16,38,1167676,10374.207836914062,676.7715393066406,1167560,0.001
0.61,14671,30502,-208.09351223000002,55.38,38,1167698,9285.700891113282,680.2527038574219,1167580,0.001
0.61,14672,30522,-213.88262068000003,55.38,38,1167798,12230.6265625,685.1756713867187,1167680,0.001
0.6,14673,30539,-218.86531468000004,56.27,38,1167898,11583.40771331787,666.0254455566406,1167780,0.001
0.6,14674,30560,-214.05910157000005,56.27,38,1167998,12271.492297363282,674.8736389160156,1167880,0.001
0.61,14675,30564,-208.21633569000005,55.48,38,1168019,7727.237005615234,677.7516784667969,1167900,0.001
0.61,14676,30583,-207.58528763,55.48,38,1168119,15177.452758789062,676.1038879394531,1168000,0.001
0.62,14677,30591,-206.16218424,54.86,38,1168157,11270.931167602539,675.2651489257812,1168040,0.001
0.62,14678,30604,-206.50271897000002,55.43,38,1168225,12369.839389038087,679.250048828125,1168120,0.001
0.62,14679,30622,-201.27639248000003,55.43,38,1168325,11941.360430908204,668.125,1168220,0.001
0.63,14680,30624,-196.75876318000007,54.49,38,1168331,,,,
0.62,14681,30643,-200.23390883,54.98,38,1168431,11180.897161865234,680.1305358886718,1168320,0.001
0.62,14682,30647,-203.16527633,54.5,38,1168452,14419.837478637695,676.80078125,1168340,0.001
0.63,14683,30654,-201.72268851,53.79,38,1168481,13840.837841796874,673.8547729492187,1168380,0.001
0.63,14684,30658,-201.58890859,53.89,38,1168505,12467.700646972657,668.6581420898438,1168400,0.001
0.64,14685,30661,-201.83804009000002,52.99,38,1168515,,,,
0.64,14686,30663,-201.01112352,53.02,38,1168523,12302.766366577149,681.5466552734375,1168420,0.001
0.63,14687,30678,-209.53005998000003,53.93,38,1168623,13769.350424194336,670.0142272949219,1168520,0.001
0.63,14688,30680,-208.29720653,53.11,38,1168633,,,,
0.64,14689,30687,-189.36063736999998,52.46,38,1168668,10548.889659118653,672.7592590332031,1168560,0.001
0.63,14690,30704,-196.79432946999998,53.37,38,1168768,8909.323760986328,670.8899719238282,1168660,0.001
0.63,14691,30722,-197.49922384,53.37,38,1168868,14213.372787475586,676.4400939941406,1168760,0.001
0.63,14692,30724,-197.27213435,53.15,38,1168871,,,,
0.63,14693,30738,-197.46450940000003,53.66,38,1168935,12230.633096313477,677.7070922851562,1168820,0.001
0.62,14694,30759,-202.61188432999998,54.41,38,1169035,13389.006838989259,673.7647033691406,1168920,0.001
0.61,14695,30776,-204.19169086,55.32,37,1169135,12742.267196655273,668.2734191894531,1169020,0.001
0.61,14696,30793,-204.08234387999997,55.32,37,1169235,12148.760803222656,686.5556945800781,1169120,0.001
0.61,14697,30797,-204.32037443,55.14,37,1169250,10828.46567993164,675.4927001953125,1169140,0.001
0.61,14698,30800,-204.24601777999993,55.07,37,1169263,12860.730572509765,676.6398071289062,1169160,0.001
0.62,14699,30805,-190.06013229999996,54.34,37,1169290,11259.559573364259,681.9141662597656,1169180,0.001
0.61,14700,30824,-193.58061424999997,55.23,37,1169390,8838.821696472169,674.7474670410156,1169280,0.001
0.61,14701,30827,-193.62365635999998,55.25,37,1169406,10776.94880065918,677.2063598632812,1169300,0.001
0.61,14702,30830,-193.73721288999997,55.27,37,1169419,,,,
0.6,14703,30848,-197.21914477999997,56.14,37,1169519,6767.099899291992,683.2882019042969,1169400,0.001
0.61,14704,30849,-194.70044998,55.19,37,1169524,12173.481390380859,672.6466674804688,1169420,0.001
0.61,14705,30853,-195.18736907,54.79,37,1169540,,,,
0.6,14706,30868,-197.71120936000003,55.59,37,1169640,16601.02065124512,672.6167358398437,1169520,0.001
0.6,14707,30870,-199.53198615000005,55.19,37,1169647,8927.834448242187,680.1142639160156,1169540,0.001
0.6,14708,30873,-200.99180976000002,54.86,37,1169658,,,,
0.6,14709,30874,-202.82622713,54.13,37,1169662,10602.194903564454,678.2139099121093,1169560,0.001
0.61,14710,30877,-187.54730132999998,53.24,37,1169673,,,,
0.61,14711,30883,-187.6357845,53.4,37,1169703,12524.902264404296,678.1808410644531,1169600,0.001
0.61,14712,30886,-187.07665106000005,53.43,37,1169710,,,,
0.61,14713,30887,-187.53933160000005,53.24,37,1169714,,,,
0.62,14714,30902,-178.54003586,53.21,37,1169811,15345.715069580077,674.9534118652343,1169700,0.001
0.62,14715,30908,-179.09933616,53.35,37,1169832,8974.88444519043,673.3103576660156,1169720,0.001
0.62,14716,30911,-178.70800096000002,53.2,37,1169847,10180.352212524414,675.4798156738282,1169740,0.001
0.63,14717,30919,-169.66890078000003,52.66,37,1169893,8366.198965454101,675.0783264160157,1169780,0.001
0.64,14718,30921,-164.58112945999997,51.7,37,1169897,,,,
0.63,14719,30935,-173.79895502000002,52.64,37,1169997,11678.569287109374,681.342041015625,1169880,0.001
0.63,14720,30938,-173.13069355,52.57,37,1170006,16079.356875610352,675.3914428710938,1169900,0.001
0.64,14721,30948,-167.03889493000003,52.26,37,1170075,12897.260543823242,675.7443359375,1169960,0.001
0.64,14722,30952,-167.03880055000002,52.22,37,1170092,10862.062103271484,672.8885620117187,1169980,0.001
0.65,14723,30964,-151.40941884000003,51.83,37,1170153,9772.668893432618,677.5430847167969,1170040,0.001
0.65,14724,30966,-151.69112433,51.79,37,1170165,9877.433489990235,674.0609558105468,1170060,0.001
0.66,14725,30971,-149.06652578,50.95,37,1170181,9113.16994934082,683.2045593261719,1170080,0.001
0.65,14726,30985,-175.55997564,51.87,37,1170281,8444.922061157227,680.6538879394532,1170180,0.001
0.65,14727,30990,-175.79013666,51.99,37,1170309,11135.22727355957,675.7505065917969,1170200,0.001
0.66,14728,30992,-171.67598995999998,51.06,37,1170316,,,,
0.66,14729,31012,-173.73222185000003,51.06,37,1170416,9328.372509765624,685.1102111816406,1170300,0.001
0.65,14730,31029,-177.81449277999997,51.6,37,1170516,10312.754272460938,675.2532287597656,1170400,0.001
0.66,14731,31031,-168.41598875,50.7,37,1170526,16611.649658203125,664.7710876464844,1170420,0.001
0.66,14732,31033,-168.64647695999997,50.71,37,1170539,,,,
0.66,14733,31036,-167.99822632,50.14,37,1170551,13103.95655517578,674.5971557617188,1170440,0.001
0.66,14734,31044,-169.01091454999997,50.44,37,1170594,10557.920147705077,680.4523498535157,1170480,0.001
0.67,14735,31056,-168.96997961,50.08,37,1170658,9487.555551147461,678.6908630371094,1170540,0.001
0.66,14736,31075,-173.17669685999996,50.97,37,1170758,7506.237922668457,670.5274719238281,1170640,0.001
0.67,14737,31081,-171.43823901,50.23,37,1170784,10108.93210144043,673.4442565917968,1170680,0.001
0.67,14738,31089,-172.23738820999998,50.15,37,1170826,8297.383248901368,677.1387329101562,1170720,0.001
0.67,14739,31091,-172.16324554000002,49.42,37,1170833,,,,
0.66,14740,31105,-177.80940168000004,50.25,37,1170933,13142.491079711914,674.728076171875,1170820,0.001
0.65,14741,31123,-185.12831799,50.92,37,1171033,8678.891040039063,676.4878295898437,1170920,0.001
0.65,14742,31126,-185.01764641000003,50.9,37,1171044,15409.46812133789,670.6689208984375,1170940,0.001
0.65,14743,31139,-185.52396807999995,51.39,37,1171113,16801.15247192383,671.5916076660156,1171000,0.001
0.65,14744,31156,-190.96965785,51.39,37,1171213,11094.530633544922,677.844482421875,1171100,0.001
0.65,14745,31158,-190.91856128,51.41,37,1171220,,,,
0.64,14746,31177,-197.20542367,52.03,37,1171320,14471.268475341796,669.5048645019531,1171200,0.001
0.65,14747,31180,-194.33197617,51.14,37,1171331,9498.885885620117,682.922607421875,1171220,0.001
0.64,14748,31194,-220.47590819999996,51.9,37,1171431,13638.533212280274,676.0554992675782,1171320,0.001
0.65,14749,31197,-215.426641,51.05,37,1171446,10097.507852172852,680.4638244628907,1171340,0.001
0.65,14750,31211,-213.81903057999997,51.0,37,1171516,7598.007101440429,681.0346374511719,1171400,0.001
0.65,14751,31230,-215.38490152999995,51.0,37,1171616,11131.691668701173,676.9675231933594,1171500,0.001
0.66,14752,31236,-217.59867252999996,50.3,37,1171646,14729.747692871093,661.7326232910157,1171540,0.001
0.66,14753,31243,-219.05122360999997,50.57,37,1171679,12013.117532348633,680.3351928710938,1171560,0.001
0.66,14754,31245,-219.26843803,50.51,37,1171687,11928.642471313477,681.9778503417969,1171580,0.001
0.67,14755,31247,-216.00553229999994,49.57,37,1171693,,,,
0.66,14756,31267,-223.81510118999998,50.04,37,1171793,11970.507925415039,683.1894958496093,1171680,0.001
0.67,14757,31273,-222.03893209999998,49.3,37,1171819,16337.965692138672,677.4711853027344,1171700,0.001
0.68,14758,31276,-219.89474268,48.46,37,1171835,12464.486627197266,672.4425720214844,1171720,0.001
0.69,14759,31291,-210.17408433,48.18,37,1171907,10816.919131469727,674.3411865234375,1171800,0.001
0.69,14760,31294,-209.57877076000005,48.21,37,1171918,,,,
0.68,14761,31309,-213.55896686,48.91,37,1172018,17028.458584594726,671.2378295898437,1171900,0.001
0.68,14762,31312,-211.76129258999998,48.87,37,1172032,12396.21290283203,675.5232788085938,1171920,0.001
0.67,14763,31327,-220.18393700000001,49.77,37,1172132,11264.210028076172,666.200244140625,1172020,0.001
0.68,14764,31330,-219.27087821000003,48.9,37,1172145,12677.845385742188,683.0224731445312,1172040,0.001
0.68,14765,31331,-219.13192823,48.78,37,1172153,,,,
0.67,14766,31350,-224.58987328999996,49.46,37,1172253,9956.77033996582,673.4670471191406,1172140,0.001
0.67,14767,31355,-226.5102131,49.04,37,1172280,14009.45394897461,671.98583984375,1172160,0.001
0.68,14768,31360,-218.60287562000005,48.27,37,1172303,10639.29385986328,681.900634765625,1172200,0.001
0.69,14769,31369,-217.73874442,47.72,37,1172348,10948.860247802735,679.3505004882812,1172240,0.001
0.7,14770,31373,-217.90644873000005,46.96,37,1172372,9899.117880249023,670.4269714355469,1172260,0.001
0.7,14771,31376,-217.14321985000004,46.86,37,1172384,10357.213037109375,675.94638671875,1172280,0.001
0.71,14772,31377,-208.22083921000004,45.89,37,1172387,,,,
0.72,14773,31394,-206.65728228,45.88,37,1172486,7293.36351928711,682.8563720703125,1172380,0.001
0.72,14774,31411,-207.51933746999998,45.88,37,1172586,9470.744302368164,681.8262145996093,1172480,0.001
0.71,14775,31435,-211.14936143,46.67,37,1172686,5415.698739624024,684.8425598144531,1172580,0.001
0.72,14776,31438,-208.44695541000002,45.81,37,1172700,,,,
0.72,14777,31440,-208.610857,45.49,37,1172706,12721.882601928712,668.9805419921875,1172600,0.001
0.72,14778,31443,-207.94779039000002,44.9,37,1172715,,,,
0.73,14779,31447,-205.48522141,44.09,37,1172734,14001.73924560547,678.8585144042969,1172620,0.001
0.72,14780,31463,-209.53119498,45.03,37,1172834,14240.561740112305,683.5496887207031,1172720,0.001
0.73,14781,31472,-209.56406255,44.47,37,1172878,12786.374110412598,684.9288879394531,1172760,0.001
0.73,14782,31483,-209.31064569000003,44.77,37,1172929,15224.83039855957,674.7044128417969,1172820,0.001
0.73,14783,31497,-210.45879900000003,45.28,37,1173009,9597.704570007325,686.0672302246094,1172900,0.001
0.72,14784,31514,-217.12182773000004,46.04,37,1173109,13066.485488891602,677.2574279785156,1173000,0.001
0.71,14785,31534,-218.16951738000006,46.94,37,1173209,14332.963095092773,665.0364990234375,1173100,0.001
0.71,14786,31537,-218.17104694000002,46.99,37,1173222,11771.78136138916,681.855615234375,1173120,0.001
0.72,14787,31541,-209.72849865999996,46.14,37,1173237,,,,
0.71,14788,31557,-215.31911337999998,47.04,37,1173337,12376.540621948243,678.3070678710938,1173220,0.001
0.71,14789,31560,-215.82278344999995,46.79,37,1173347,11448.40559387207,680.3865966796875,1173240,0.001
0.71,14790,31577,-213.10883783999998,46.79,37,1173447,11520.416534423828,675.2278747558594,1173340,0.001
0.72,14791,31581,-210.48975835999997,45.98,37,1173466,16635.039123535156,678.9946166992188,1173360,0.001
0.71,14792,31602,-215.09647354,46.95,37,1173566,10872.746957397461,680.4559265136719,1173460,0.001
0.71,14793,31609,-213.74852061000004,46.76,37,1173611,9698.882684326172,678.3326721191406,1173500,0.001
0.72,14794,31610,-208.25648807000002,45.79,37,1173614,,,,
0.73,14795,31612,-205.70553488999997,44.88,37,1173623,11314.398123168945,680.5656433105469,1173520,0.001
0.73,14796,31629,-207.04457042,44.88,37,1173723,9166.878591918945,684.87509765625,1173620,0.001
0.73,14797,31645,-208.01811060000003,45.68,37,1173818,11177.223614501952,677.6758911132813,1173700,0.001
0.73,14798,31647,-208.23000321,45.61,37,1173824,11421.75082092285,686.8760437011719,1173720,0.001
0.73,14799,31650,-206.45217864000003,45.51,37,1173841,11434.32760925293,681.2164001464844,1173740,0.001
0.73,14800,31667,-206.25607824,45.51,37,1173941,14269.215643310547,676.9356811523437,1173840,0.001
0.73,14801,31673,-206.33873505,45.64,37,1173970,11815.13491821289,679.7526672363281,1173860,0.001
0.73,14802,31684,-207.21369317,46.01,37,1174020,9338.962838745118,678.4430480957031,1173900,0.001
0.74,14803,31691,-202.98212631,45.37,37,1174056,11332.576379394532,669.0102294921875,1173940,0.001
0.73,14804,31709,-210.72184441,46.32,37,1174156,15277.662139892578,678.4398559570312,1174040,0.001
0.73,14805,31713,-210.62113491,46.33,37,1174173,10678.79624633789,682.5413391113282,1174060,0.001
0.74,14806,31734,-210.53806165999998,46.14,37,1174254,12351.144515991211,676.3826965332031,1174140,0.001
0.73,14807,31750,-215.59261636000002,47.07,36,1174354,11882.608041381836,675.2813049316406,1174240,0.001
0.73,14808,31755,-215.54510401000005,47.19,36,1174377,8573.795779418946,678.7622741699219,1174260,0.001
0.72,14809,31781,-223.30966629000002,48.15,36,1174477,8271.846649169922,673.1311645507812,1174360,0.001
0.71,14810,31800,-230.40809235000003,49.04,36,1174577,12349.191229248047,665.7010498046875,1174460,0.001
0.7,14811,31821,-234.02081338,49.74,36,1174677,12128.4449798584,674.4222229003906,1174560,0.001
0.7,14812,31826,-234.5931361,49.94,36,1174704,12538.686114501954,675.9729248046875,1174600,0.001
0.7,14813,31843,-236.04710519,50.62,36,1174776,15700.00322265625,678.9997375488281,1174660,0.001
0.7,14814,31859,-235.95997263,50.38,36,1174849,12963.893597412109,672.9151000976562,1174740,0.001
0.7,14815,31861,-235.23262069,50.19,36,1174851,,,,
0.69,14816,31876,-243.52048916,51.04,36,1174951,14732.20728149414,674.5816467285156,1174840,0.001
0.69,14817,31878,-242.39364748,50.62,36,1174955,,,,
0.69,14818,31881,-242.47669262000002,50.7,36,1174967,9512.992630004883,675.7660217285156,1174860,0.001
0.69,14819,31898,-236.07821313,50.7,36,1175067,10544.86215209961,675.5025207519532,1174960,0.001
0.69,14820,31905,-236.66837834999998,51.08,36,1175114,13006.716186523438,669.5865478515625,1175000,0.001
0.69,14821,31909,-235.37039497,50.58,36,1175133,9749.968481445312,676.8986267089844,1175020,0.001
0.69,14822,31915,-235.75142699999998,50.7,36,1175162,13608.46117553711,685.1623168945313,1175060,0.001
0.69,14823,31928,-234.25874551000004,50.83,36,1175236,15899.711499023437,678.697900390625,1175120,0.001
0.68,14824,31946,-233.76495097000003,51.71,36,1175336,10763.220291137695,676.7137878417968,1175220,0.001
0.68,14825,31952,-234.97586714000002,51.82,36,1175363,9070.03660888672,677.1777770996093,1175260,0.001
0.68,14826,31973,-216.20595423999998,51.82,36,1175463,12167.792617797852,676.1546813964844,1175360,0.001
0.67,14827,31993,-220.62324364,52.54,36,1175563,12272.982318115235,677.1083618164063,1175460,0.001
0.66,14828,32011,-238.35377922,53.47,36,1175663,9653.352331542968,676.4360046386719,1175560,0.001
0.67,14829,32013,-233.64685673999998,52.53,36,1175669,,,,
0.68,14830,32015,-227.88499688,51.56,36,1175672,,,,
0.68,14831,32018,-228.47217615999998,51.63,36,1175689,7876.231838989258,673.8772766113282,1175580,0.001
0.68,14832,32021,-228.40497067,51.62,36,1175701,12953.096408081055,673.0349975585938,1175600,0.001
0.67,14833,32038,-230.73102267000002,52.5,36,1175801,9898.420727539062,674.7466186523437,1175700,0.001
0.67,14834,32051,-230.58689663,52.67,36,1175861,11989.80520324707,677.2269226074219,1175760,0.001
0.66,14835,32065,-253.86649201,53.03,36,1175961,11234.01212158203,670.2827087402344,1175860,0.001
0.66,14836,32086,-250.71095996999998,53.03,36,1176061,7485.044329833984,680.8661499023438,1175960,0.001
0.65,14837,32104,-255.10719341,53.77,36,1176161,10679.248184204102,675.6763671875,1176060,0.001
0.65,14838,32114,-255.42016485000005,53.96,36,1176222,9729.697268676759,675.5049194335937,1176120,0.001
0.64,14839,32132,-258.21777305,54.89,36,1176322,12473.621054077148,666.6360778808594,1176220,0.001
0.65,14840,32134,-252.63573046,53.96,36,1176329,,,,
0.66,14841,32136,-245.99653353999994,53.05,36,1176338,,,,
0.66,14842,32138,-245.81427133999995,53.04,36,1176348,6942.74443359375,678.6655944824219,1176240,0.001
0.65,14843,32155,-245.23747120999994,53.35,36,1176448,10693.829806518555,675.5676391601562,1176340,0.001
0.65,14844,32174,-260.5364933399999,53.35,36,1176548,7386.202796936035,679.1564392089844,1176440,0.001
0.65,14845,32175,-260.5205024299999,53.33,36,1176553,,,,
0.65,14846,32191,-261.84022676999996,53.33,36,1176653,8919.46414642334,682.5383605957031,1176540,0.001
0.64,14847,32215,-264.16878048,54.22,36,1176753,15617.951260375976,681.9919006347657,1176640,0.001
0.64,14848,32233,-240.56252678,54.22,36,1176853,10707.681814575195,678.43876953125,1176740,0.001
0.63,14849,32256,-242.88938851999998,55.07,36,1176953,14084.130041503906,674.2531127929688,1176840,0.001
0.63,14850,32261,-242.29111636000002,54.55,36,1176971,17807.48388366699,670.6287048339843,1176860,0.001
0.63,14851,32278,-240.55537110000006,54.55,36,1177071,12849.979803466797,673.9588989257812,1176960,0.001
0.63,14852,32282,-240.98989120000002,54.45,36,1177091,12678.878530883789,672.1489807128906,1176980,0.001
0.63,14853,32284,-239.55360706,54.22,36,1177101,9096.737655639648,673.5300720214843,1177000,0.001
0.62,14854,32308,-242.64886683999998,55.14,36,1177201,9540.594268798828,684.7237182617188,1177100,0.001
0.62,14855,32309,-242.65902623999997,55.13,36,1177206,,,,
0.63,14856,32313,-235.61021231999996,54.3,36,1177223,13262.117727661132,666.3373779296875,1177120,0.001
0.63,14857,32322,-235.75106659999997,54.49,36,1177268,11842.358068847656,679.9833190917968,1177160,0.001
0.62,14858,32339,-240.75551274,55.33,36,1177368,9449.534954833984,680.3660522460938,1177260,0.001
0.61,14859,32360,-245.96902344000003,55.61,36,1177468,12394.740823364258,678.9334167480469,1177360,0.001
0.61,14860,32363,-245.59501317,55.63,36,1177481,8948.825283813476,682.7388366699219,1177380,0.001
0.62,14861,32371,-240.80099065,55.11,36,1177529,12747.815661621094,667.1986938476563,1177420,0.001
0.62,14862,32373,-241.17205629,55.03,36,1177535,,,,
0.63,14863,32376,-232.21677483999997,54.21,36,1177553,6495.480316162109,684.6144470214844,1177440,0.001
0.63,14864,32378,-231.94453133,54.15,36,1177560,,,,
0.63,14865,32384,-233.04117439999993,54.31,36,1177584,8232.184741210938,681.2472412109375,1177480,0.001
0.63,14866,32402,-228.90895261000003,54.31,36,1177684,12592.43701171875,675.9243774414062,1177580,0.001
0.62,14867,32414,-234.43940884,55.04,36,1177784,11444.556336975098,676.4203552246094,1177680,0.001
0.62,14868,32418,-233.53830765000004,55.02,36,1177805,9739.963592529297,682.1224487304687,1177700,0.001
0.62,14869,32425,-231.80261421,54.92,36,1177840,8053.02529296875,680.8609619140625,1177720,0.001
0.61,14870,32448,-235.16005488000002,55.68,36,1177940,11098.25029296875,674.5161010742188,1177820,0.001
0.61,14871,32453,-235.57624510999997,55.79,36,1177963,13126.334063720704,671.9725646972656,1177860,0.001
0.61,14872,32458,-236.21681242999995,56.05,36,1177992,9718.207055664063,675.1607055664062,1177880,0.001
0.6,14873,32472,-252.66220759,56.06,36,1178092,7541.215908813477,681.19560546875,1177980,0.001
0.61,14874,32473,-247.91164736,55.12,36,1178098,,,,
0.61,14875,32492,-248.18712051000003,55.12,36,1178198,9714.986059570312,683.4670227050781,1178080,0.001
0.61,14876,32494,-248.18839167,55.05,36,1178205,6534.567175292968,684.2895629882812,1178100,0.001
0.6,14877,32513,-252.78647683,55.99,36,1178305,11599.31737060547,684.8114807128907,1178200,0.001
0.6,14878,32515,-252.94952207999998,56.0,36,1178315,,,,
0.6,14879,32518,-252.28440921,55.95,36,1178329,14059.891284179688,677.8126342773437,1178220,0.001
0.61,14880,32519,-248.39837484999995,55.01,36,1178335,,,,
0.61,14881,32534,-244.41004454000003,55.35,36,1178413,9168.611511230469,680.4850036621094,1178300,0.001
0.61,14882,32537,-244.13430976,54.99,36,1178428,8788.437268066406,681.4145568847656,1178320,0.001
0.61,14883,32542,-242.78910958999998,54.39,36,1178448,10207.887295532226,686.3143127441406,1178340,0.001
0.61,14884,32561,-255.34613923999999,54.39,36,1178548,16293.730017089843,669.8896484375,1178440,0.001
0.61,14885,32582,-267.56026112,54.39,36,1178648,11872.159283447265,678.6091979980469,1178540,0.001
0.61,14886,32584,-267.66045125999995,54.33,36,1178655,,,,
0.61,14887,32587,-267.64707575999995,54.32,36,1178669,13432.95302734375,672.5729736328125,1178560,0.001
0.61,14888,32607,-266.1227783599999,54.32,36,1178769,20631.39533691406,673.2209533691406,1178660,0.001
0.61,14889,32609,-265.91855422,54.3,36,1178777,,,,
0.62,14890,32611,-261.35084369,53.34,36,1178781,13640.820445251466,677.1878784179687,1178680,0.001
0.61,14891,32630,-265.57829659,54.15,36,1178881,10108.801977539062,670.7298461914063,1178780,0.001
0.62,14892,32632,-261.19510964,53.23,36,1178889,,,,
0.62,14893,32634,-262.18341576,52.86,36,1178897,,,,
0.62,14894,32636,-262.05601982,52.92,36,1178906,13182.892861938477,677.5737854003906,1178800,0.001
0.61,14895,32657,-263.31630356,53.83,36,1179006,11472.290393066407,676.2162536621094,1178900,0.001
0.61,14896,32675,-258.74694022999995,53.83,36,1179106,10069.107427978515,683.5897583007812,1179000,0.001
0.61,14897,32678,-257.73343837,53.03,36,1179121,11705.363816833496,671.7661804199219,1179020,0.001
0.61,14898,32680,-257.56999279999997,53.03,36,1179127,,,,
0.61,14899,32686,-259.19905062999993,53.13,36,1179154,13383.048001098632,678.7840881347656,1179040,0.001
0.62,14900,32687,-256.32758097999994,52.19,36,1179160,,,,
0.62,14901,32692,-256.46775979999995,52.16,36,1179186,12659.522946166991,680.9388366699219,1179080,0.001
0.62,14902,32694,-255.52068073999996,51.7,36,1179190,,,,
0.61,14903,32711,-255.52001776999998,52.34,36,1179290,15564.655950927734,671.7163391113281,1179180,0.001
0.62,14904,32712,-247.76019712,51.38,36,1179294,,,,
0.62,14905,32717,-248.31297228000003,51.47,36,1179320,15254.340496826171,676.4541137695312,1179200,0.001
0.62,14906,32723,-246.03793169,50.87,36,1179341,9539.52993774414,678.3567077636719,1179240,0.001
0.62,14907,32737,-244.40752894000002,50.87,36,1179441,15302.001031494141,670.8998291015625,1179340,0.001
0.61,14908,32758,-247.75594453999997,51.64,36,1179541,14196.274133300782,677.9259887695313,1179440,0.001
0.62,14909,32761,-240.11022315999998,50.73,36,1179550,,,,
0.63,14910,32766,-233.23766054999996,49.97,35,1179574,10748.34676208496,682.2089782714844,1179460,0.001
0.64,14911,32768,-229.8300025,49.06,35,1179583,10750.513681030274,683.8712158203125,1179480,0.001
0.63,14912,32788,-231.91369759999998,49.79,35,1179683,7617.528280639648,680.5188781738282,1179580,0.001
0.63,14913,32791,-230.76478911,49.23,35,1179699,,,,
0.62,14914,32810,-236.30198040000002,49.5,35,1179799,10723.406872558593,676.2243530273438,1179680,0.001
0.62,14915,32813,-236.23776365999998,49.6,35,1179811,11433.205151367187,677.4945129394531,1179700,0.001
0.63,14916,32819,-227.89928575,48.89,35,1179840,13438.598709106445,676.0512756347656,1179720,0.001
0.63,14917,32834,-228.51578734000003,49.53,35,1179908,10022.912109375,673.1950622558594,1179800,0.001
0.63,14918,32845,-227.88386243000002,50.06,35,1179973,11974.375680541993,679.7816284179687,1179860,0.001
0.63,14919,32863,-234.33507705999997,50.06,35,1180073,14051.791452026368,677.1226501464844,1179960,0.001
0.63,14920,32866,-233.78823247,49.73,35,1180087,11920.533615112305,674.3768310546875,1179980,0.001
0.63,14921,32870,-233.56936327000003,49.74,35,1180107,10866.331011962891,671.483203125,1180000,0.001
0.62,14922,32893,-235.08389500000004,50.45,35,1180207,12058.423501586914,688.6196716308593,1180100,0.001
0.62,14923,32901,-237.52473564,50.1,35,1180246,13255.670309448242,677.6543090820312,1180140,0.001
0.63,14924,32905,-237.90246274999998,49.3,35,1180266,16760.17724609375,681.9313781738281,1180160,0.001
0.63,14925,32907,-236.78469359,49.1,35,1180273,,,,
0.64,14926,32924,-228.21498208,49.06,35,1180369,15295.940325927735,671.0632751464843,1180260,0.001
0.65,14927,32927,-223.6931538,48.18,35,1180381,10770.646063232422,676.7051574707032,1180280,0.001
0.65,14928,32940,-208.82199444000003,48.18,35,1180481,12652.60458984375,679.6221252441406,1180380,0.001
0.65,14929,32947,-208.41558096000006,48.46,35,1180515,9704.352362060547,686.8591491699219,1180400,0.001
0.64,14930,32969,-211.68756057,49.43,35,1180615,18241.76253051758,676.2667785644531,1180500,0.001
0.64,14931,32970,-211.29941262000003,49.29,35,1180618,,,,
0.64,14932,32974,-211.08290299,49.33,35,1180634,10047.335729980468,679.0380615234375,1180520,0.001
0.65,14933,32980,-209.00756103,48.61,35,1180662,16170.178973388673,672.2308959960938,1180560,0.001
0.65,14934,32984,-208.33726822,48.2,35,1180681,11893.817684936523,677.8405090332031,1180580,0.001
0.66,14935,32987,-183.53600514000001,47.35,35,1180696,,,,
0.67,14936,32993,-184.52898277,46.73,35,1180734,14980.826049804688,674.7267944335938,1180620,0.001
0.67,14937,33012,-183.76920467,46.73,35,1180834,11154.740969848634,675.1964721679688,1180720,0.001
0.66,14938,33031,-184.53914879999996,47.12,35,1180934,13762.136520385742,678.716943359375,1180820,0.001
0.67,14939,33034,-181.6679687,46.25,35,1180947,11744.14430847168,682.6191101074219,1180840,0.001
0.66,14940,33056,-186.20333947999998,47.18,35,1181047,10628.80940246582,678.0126953125,1180940,0.001
0.66,14941,33057,-186.18319180999998,47.12,35,1181050,,,,
0.66,14942,33073,-188.12935618000003,47.68,35,1181116,14379.621746826171,682.9418029785156,1181000,0.001
0.67,14943,33077,-187.90545812,46.92,35,1181140,10760.23943786621,677.6737487792968,1181020,0.001
0.68,14944,33080,-165.13058091,46.03,35,1181151,12657.766485595703,673.3964965820312,1181040,0.001
0.68,14945,33096,-165.37298045999995,46.85,35,1181238,10686.289315795899,686.3826416015625,1181120,0.001
0.68,14946,33114,-159.52066635999995,46.85,35,1181338,9483.390986633302,683.9543090820313,1181220,0.001
0.69,14947,33123,-157.73509165999997,46.24,35,1181377,12204.799108886718,675.2347412109375,1181260,0.001
